OP,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
+,324,3471,3666,8844,787,561,6677,116,7829,932
-,4184,3943,5242,8240,7218,6604,5553,3817,4255,5215
+,9304,2818,6684,8367,2870,7492,7760,611,731,8165
+,8024,8703,6511,9339,5767,301,2237,3410,6166,5981
+,9598,442,5233,5892,3366,2786,9387,6898,709,5179
+,7759,7972,1570,2721,6449,5800,7589,5269,8738,2932
+,6698,3276,796,5114,2897,817,3150,4662,7809,5342
+,4658,2529,5298,4905,3531,9823,3451,7093,5910,7374
+,9424,8105,7549,4988,9155,9398,5445,113,493,6714
+,2695,6436,9367,7743,8294,2925,3321,9567,8914,7469
+,4319,8288,2556,5489,5932,6346,2283,6858,8623,2700
+,9500,6584,6229,9005,7392,8918,6834,7698,8102,262
-,5188,6780,4993,794,9566,2743,2413,9870,6940,5738
+,3894,6625,4636,6402,6815,6958,3673,520,5080,6494
+,7836,7860,6354,7712,5994,4222,4116,2086,7876,7019
+,8892,4859,6184,5637,962,7672,431,9206,4463,8025
+,4564,3385,3348,982,2070,237,5623,3516,1064,7703
+,8534,5179,4285,1937,4538,4302,1323,9285,7091,8712
+,5816,7087,1537,8491,9276,4834,2926,9053,5775,1160
+,310,3339,2690,2604,5669,9025,3485,1247,3406,2600
+,8505,3973,2337,1237,5079,9329,8835,3899,3100,368
+,6766,9603,2224,6886,3149,1050,7392,173,7678,2393
+,7087,8101,8307,7059,2760,6805,528,9922,4582,5648
-,4995,1395,5533,8796,1177,9340,6651,8491,9661,7858
+,8721,8164,1511,9913,2012,1094,9838,7986,2191,5471
+,8174,7745,7785,6226,7201,1798,288,6145,4157,8746
+,2248,1313,8024,6091,9817,5517,647,1621,8901,68
+,9404,6615,7843,7283,4196,5080,3547,1178,6345,5213
+,7207,4864,6403,6108,5177,8764,2105,6267,8267,1009
+,6477,4662,7757,5363,1155,6988,8696,5697,4420,6264
+,4817,2368,1192,7054,1659,5625,2013,3949,5716,8602
+,7790,2907,9828,1328,109,1987,7310,5411,8483,9311
+,5597,1336,5507,9920,4447,6015,2213,7241,295,1723
+,6246,2944,808,371,7336,6086,9309,3145,7068,8439
-,9321,4471,8379,9519,4463,5065,9612,4179,5360,3059
+,6120,1692,6680,1773,3649,1196,1751,6887,2722,9204
+,7441,8795,4588,5031,5637,1314,8908,4212,8945,333
+,4690,9777,1851,5406,8979,1962,6678,4024,9180,8280
+,5490,9844,152,8182,3629,850,5403,6136,6172,2425
+,3783,7126,8271,9835,6453,2771,1735,7991,8387,887
+,3550,5422,7498,4113,685,912,468,6478,3652,324
+,9955,3126,7622,1684,326,3945,6765,7301,7794,9937
+,8422,1266,7907,8243,3548,7044,3696,234,7176,6311
+,340,6521,5260,5530,3531,9781,9494,9950,4127,9813
+,3715,518,9152,6155,121,4601,7873,8137,8564,486
-,3748,8809,3697,2145,8695,4522,8302,900,6711,4781
+,9865,5979,4828,424,272,410,6354,2539,8070,9307
+,1417,5097,1201,9788,1231,1701,7299,5298,7088,411
+,2260,945,3044,4087,7791,6789,5306,6394,5290,2113
+,3286,6725,4636,5104,4869,8644,6369,8128,3949,965
+,8323,9017,5669,2385,2786,3167,9278,9322,7870,4766
+,8194,5264,8427,4727,7858,6549,6221,1307,1654,3131
+,2308,950,1028,3587,2078,5106,9837,5502,6699,908
+,1480,7588,1176,262,1002,3027,7355,1688,8754,243
+,1453,5897,6468,6865,8510,2936,1215,1342,3386,208
+,7843,773,7715,5587,3347,498,8312,6741,7936,571
-,9076,998,101,2521,6803,9007,208,3703,7614,4974
+,3568,3148,6108,6335,6064,2756,9784,3474,2032,3351
+,6634,2216,3502,5185,3972,8939,8176,5298,423,4400
+,3197,2796,6347,9066,5736,6486,9323,100,6425,3502
+,7464,6549,2256,1661,1377,2640,8105,7199,7566,2663
+,2079,7390,8276,8015,1984,4165,9860,9705,4979,5824
+,1844,4915,5372,2966,5950,1501,7705,6059,8652,877
+,2196,4563,784,4547,2789,846,1760,1492,2880,2939
+,87,485,6941,3086,4786,9182,9280,3135,892,4860
+,4725,4892,5704,4781,6759,1666,4899,6121,5536,2774
+,6701,2395,4093,2090,6939,927,1417,15,1616,2911
-,1798,4003,1212,7001,9969,1300,4678,2481,2367,7577
+,4252,1591,8329,4084,2782,8600,4976,6182,1583,5698
+,9924,7634,379,1587,7736,4958,8749,6588,7655,3444
+,8065,6393,2588,71,2784,8825,8307,1044,8263,2477
+,1043,8974,6878,8862,8581,9975,6708,5952,2323,7322
+,6370,4430,6962,1350,2197,8389,6140,4672,4721,312
+,4628,1488,8973,5756,8371,1188,1544,1207,891,1330
+,2376,7602,4750,7540,506,2910,4669,7387,2797,7514
+,6499,6689,3443,8107,3077,1788,2588,9225,8657,393
+,8408,1803,3120,85,6107,9496,5959,7321,460,5112
+,3858,7019,9606,8322,7272,3351,8793,1054,1003,6546
-,3235,8536,3247,7166,3865,38,9234,6597,7795,9385
+,1877,7,3885,4667,7523,3362,7158,8908,5636,1646
+,8127,9467,7519,2039,7383,4136,2194,9050,310,1466
+,1218,7195,8679,6682,884,1614,5320,9675,3216,5410
+,5590,5524,437,2139,7233,2876,9408,9696,5236,6580
+,7352,7093,2050,1875,1994,8449,4854,3056,5307,5368
+,6840,8153,3315,4477,2534,2,8723,2282,3503,2962
+,8712,7406,4128,4113,7505,2052,6683,6203,575,399
+,8128,4874,4994,9206,3957,7828,7410,1677,2716,3648
+,4134,1376,1007,6380,5939,8341,9958,5054,8796,952
+,4015,5516,9675,3267,5273,8019,8632,1301,5716,5798
-,9126,6164,8504,3222,9623,8406,3795,7163,6752,7201
+,8270,3846,1831,8220,390,1146,3274,76,1094,8422
+,9043,7633,426,6722,742,9996,8617,5423,3067,8342
+,4174,6976,6130,2113,7250,9878,1842,7151,9163,492
+,2239,960,8062,762,1308,2654,5244,3097,2592,1700
+,5398,742,8040,6858,5518,3680,7675,8846,8347,1688
+,526,1293,1713,751,5028,2697,935,7946,6549,2214
+,4679,4255,1455,4685,6457,1049,2746,9919,5319,5833
+,4637,5716,7486,1325,5081,4143,9154,6894,3974,1851
+,5227,334,1211,5223,7467,9665,5274,627,3110,6998
+,8538,2253,3047,5489,4270,7989,7932,2923,6369,2340
-,3691,6772,6272,6227,5976,4498,2119,3358,1669,5948
+,9380,6671,6868,4190,3075,3404,5813,5965,9293,979
+,9555,8814,202,9775,3854,3505,5269,7227,73,2383
+,8992,5176,2000,3032,6096,7196,1123,3005,1634,250
+,1921,3474,2854,4916,6968,5719,1555,8177,2939,4931
+,8131,4084,9304,8529,275,3273,3892,899,6231,7899
+,6393,8929,5554,7566,494,6367,5556,4846,377,6281
+,169,570,4759,3361,1614,9030,3504,6269,3276,6890
+,567,2646,3392,3114,3131,1073,8291,269,188,5969
+,5235,8014,4532,4244,3367,7283,3289,371,7428,6650
+,7940,9816,7963,3080,8352,9190,6658,1188,5816,3867
-,6338,6258,3381,8670,2557,8606,3142,2146,1016,7656
+,5119,929,5966,3763,9898,3960,3491,8084,2472,7147
+,3565,79,2770,4262,3143,5611,8126,3924,3461,911
+,8294,9235,3450,6070,2167,8266,3884,9553,9563,5935
+,2183,1706,9526,8032,2149,3699,8298,5623,4827,8068
+,6282,8492,9553,5624,3032,6790,46,9359,9428,5067
+,1380,4653,9347,7982,6016,6957,2712,6972,1532,2133
+,7515,3982,2143,8050,1090,133,307,3853,1634,5552
+,1392,5821,7357,2047,9454,9023,33,4098,8600,6676
+,766,796,2205,5086,9062,2618,8901,4876,6946,7714
+,9633,2878,1472,8258,7166,9094,9942,5018,4119,6165
-,3789,3424,6395,2065,5581,8968,7915,4407,3298,7108
+,729,6372,6929,2436,1492,6071,4180,1299,9324,9404
+,2452,1729,5016,977,2526,5152,7611,5301,4975,9537
+,8337,9232,2101,6867,9468,3005,4451,8287,3894,5680
+,7810,5579,1282,9013,1267,7996,3531,2659,3556,6223
+,924,9845,2857,5531,2433,7304,3079,5786,7211,9358
+,392,4504,6901,855,3734,2364,2617,1573,9952,201
+,5191,2098,2543,6242,1609,3815,8466,4210,3855,2613
+,9623,1633,5656,6043,7511,6524,3069,9180,9864,6835
+,3405,3534,5658,6966,1226,2874,3823,5062,4012,2438
+,5103,9232,8453,5039,9599,3893,908,7523,5532,3024
-,2042,1780,3008,2635,9305,9906,984,7362,8482,29
+,5442,1158,8002,957,4787,8539,5978,1866,5744,4178
+,3135,3523,3065,7430,4902,9547,8003,6303,5626,4071
+,4579,7046,2985,3944,2084,153,336,590,7318,5949
+,1531,1403,7071,171,7882,8523,5102,9468,4541,9952
+,8229,1119,710,699,9197,6033,4845,816,4502,3183
+,7018,3701,5177,7994,2092,3212,8794,3402,9025,8054
+,6264,2470,1567,3074,2791,9069,7855,1274,9193,1987
+,800,420,4859,8843,895,8611,522,9800,8757,7316
+,975,4359,6581,7900,4503,6326,7770,9923,9965,9363
+,1193,4708,2326,2913,8371,5006,9278,4905,5157,9636
-,286,1679,7180,1797,7536,9789,2455,7359,2038,9564
+,5477,739,6633,2191,9509,8863,8742,78,4442,5841
+,1403,5215,9795,8429,4740,2217,3519,8824,8812,9653
+,7120,6743,7740,3821,9646,3862,495,7227,3080,3070
+,8730,9685,9185,9016,2663,4662,8758,7221,9590,2776
+,613,6644,1871,4192,2601,3240,4799,593,8103,4732
+,7660,4712,5157,2132,70,2528,4711,7534,2117,7618
+,612,6633,5398,72,521,3521,6701,6119,3731,8272
+,6011,613,6181,6070,3232,9941,1137,8545,6080,9622
+,6902,828,6634,3227,3321,3296,8711,2035,7066,3769
+,1011,3216,8122,2933,3788,5291,6294,8836,1363,6494
-,5718,8922,2007,3391,68,5506,1426,9768,3078,8465
+,2835,704,9117,5738,4606,5577,9627,6195,3167,5104
+,7351,5783,6045,2743,3439,7539,4334,2477,6743,2357
+,187,6145,7790,7233,2060,885,8983,8601,2867,1944
+,7720,3292,3585,2892,5206,7417,1109,9749,9748,5357
+,9098,2708,127,7437,5744,982,452,2949,224,4521
+,9961,3621,4216,707,2307,8317,9417,8049,9780,131
+,4040,5976,9381,2944,3080,5383,1253,567,4234,8885
+,7621,5916,7977,2772,8192,7503,8423,5459,9386,7836
+,1359,6013,764,1424,8458,8966,3170,150,6976,5416
+,1254,2831,8366,1565,797,6948,5183,4680,9601,3293
-,3559,2548,3939,2421,6313,7450,9096,1680,2722,2257
+,1346,3408,8064,3127,8788,4900,2795,9699,4291,3205
+,4180,1591,1254,1486,5407,4331,6288,9155,5879,3173
+,4743,2698,5978,6166,5332,3929,5263,227,1042,9380
+,41,5624,1810,1298,6900,6397,9072,9921,9096,8534
+,6955,4301,1829,2628,7136,2480,9870,6046,188,3025
+,6722,6800,2914,2857,4566,6345,1142,9709,9007,2873
+,4808,3840,2315,1345,6195,582,4003,9407,2079,9494
+,8886,3454,3821,578,629,2908,5512,8904,1950,1176
+,2193,6384,9413,8450,6130,9206,5329,8463,4345,9007
+,5719,3967,7882,8124,2896,1041,3185,5261,6169,8193
-,3661,2768,5516,1915,956,6221,7837,7519,9875,4966
+,1647,5079,263,4539,9618,2640,9087,7414,332,385
+,1652,5416,7595,2172,2155,2858,6565,9576,9502,2117
+,9497,6867,8303,5839,2373,5311,628,5097,1631,1743
+,7254,9264,2284,9620,6579,2343,5827,9080,3019,7031
+,4665,672,8337,1487,3866,6156,9530,2233,9034,5362
+,8976,6597,2017,5985,1197,73,4529,487,1143,4668
+,4546,1578,2221,6958,8155,8129,173,5932,3128,1831
+,1028,1635,8577,1747,1626,8992,5028,61,4455,2419
+,7300,7313,5582,2407,6259,5817,626,7290,9496,1372
+,9678,7930,6997,6491,9568,2954,9917,744,4705,9255
-,4715,7892,4023,3810,2774,2030,1103,8942,9943,4143
+,3087,5421,1994,8278,7007,540,3226,296,2266,4308
+,2341,5956,7619,3036,9398,1297,4214,1204,131,147
+,2905,4995,3204,3602,1572,4129,8898,5702,8072,9495
+,9840,5870,7523,5332,4049,2164,717,4929,9561,3789
+,801,6712,7898,6113,4737,9414,4279,8900,2259,6431
+,8813,42,9260,9543,8791,3105,837,4737,6823,1726
+,9905,1385,7179,5735,7645,9390,2270,9212,5822,5511
+,6032,5912,4416,8679,3719,659,6511,8220,4350,1277
+,7370,5219,6540,1343,6111,4866,9911,5424,9282,5066
+,9895,9746,6781,1013,1798,4137,9627,353,8705,8134
-,3477,2208,4496,4997,6177,8856,1471,8641,9566,9925
+,1477,544,4730,7909,7300,7822,1192,5965,1834,8721
+,8607,2754,2912,8152,6515,7804,7747,9590,2851,6932
+,6842,2323,6551,9559,4376,7091,8012,925,6197,9861
+,4833,2401,2400,8356,326,4904,6685,6062,33,8302
+,2946,5586,3547,9379,5516,7716,4223,4575,6162,7159
+,8548,6933,5609,2775,8408,7351,7010,2964,8899,703
+,5027,2164,9094,7810,9355,7846,9891,9451,796,9601
+,9025,1056,9525,4624,4987,4478,180,4334,6803,2780
+,877,2131,7500,4328,8363,8627,2509,4116,3927,1417
+,1483,6148,1689,4524,4589,4666,4673,5372,5610,7660
-,7555,3296,8479,8496,6438,1682,4514,7563,3226,5738
+,1165,9764,6146,4842,2525,2591,1119,2164,3389,366
+,8936,991,5115,3942,9265,8592,7982,7842,8334,3268
+,7176,5336,4951,8650,7086,889,7605,8772,3988,9963
+,7280,9761,7347,3833,1269,6107,6929,3328,5633,3015
+,6919,8045,9451,9271,4530,5607,1443,9729,8779,8453
+,7690,1846,3871,9364,7094,7655,7757,2479,1379,4954
+,1289,8053,1865,8149,230,7538,7346,5984,3869,3509
+,8327,6169,1787,3126,9412,7259,9761,6508,2305,9041
+,549,7531,4712,195,9315,6981,9856,2081,2124,917
+,5504,8158,2689,6267,5359,9220,5986,2172,4992,2952
-,1150,152,7964,1096,5076,3595,5109,7591,5514,289
+,4759,9948,3803,4570,1137,184,5484,5197,401,2542
+,3759,3403,6853,1650,1002,3491,6696,5128,4621,2556
+,8072,7256,764,205,5761,2299,7609,6977,8347,4252
+,1350,472,8717,9375,452,1986,6788,4611,2529,8651
+,6989,5227,8234,7927,5869,6345,9611,7410,923,9080
+,4432,2014,6109,2692,8208,7809,5418,7882,7486,7588
+,669,6644,3744,5392,7961,9189,5289,6543,1836,7547
+,5756,8710,3900,5478,8351,1646,6797,7031,5231,9501
+,1138,708,8499,2038,1640,8959,6096,2740,9480,9273
+,2589,5232,8204,1250,5862,119,1152,2935,6151,2822
-,5072,2821,9232,6421,1909,1972,651,4436,6493,2526
+,7532,6813,8501,7898,7801,1029,3689,2162,1065,9555
+,1432,1074,4343,8618,2422,4279,2915,1192,3569,7091
+,5497,4914,9618,9657,658,5312,5070,5743,6167,1339
+,1978,4769,9455,4951,7226,9593,719,1775,5160,6743
+,6847,6542,7452,5341,725,2536,1932,439,2822,6950
+,5,578,6054,7714,6567,6617,2242,4690,1889,9722
+,9273,6347,3998,9706,9922,1661,7154,5287,5856,5358
+,2356,7742,3661,8795,2295,3808,6008,7540,9544,6786
+,7586,9896,7267,4151,8875,9711,2036,9652,7907,4488
+,6551,2841,3622,3660,707,5002,8289,8085,7989,8808
-,7810,5579,1282,9013,1267,7996,3531,2659,3556,6223
+,7261,3489,1374,3692,7627,9927,1810,8680,2548,5681
+,7209,1636,2703,6227,2108,669,9500,5493,6393,5223
+,34,338,4681,7148,8001,1049,5258,4973,226,8356
+,2397,5909,2169,8923,7646,7459,9165,5734,7023,901
+,1027,1564,7387,7366,2990,4920,2154,8941,3493,79
+,7607,3338,2254,3415,3838,1265,5971,9134,3285,4173
+,6640,4975,7428,1253,5591,7337,338,7395,9542,7303
+,7582,5253,2924,8179,8039,7690,7106,962,7080,4546
+,5007,5145,4461,9890,2199,8943,1124,1925,2617,1240
+,2895,4639,2931,4535,6005,6460,6435,1554,1310,9856
-,4281,4755,2389,4017,4658,2391,983,8514,7880,9161
+,1471,6248,2298,9101,5682,2376,8868,350,3996,3828
+,7193,6376,3595,6880,7851,5401,9802,3956,6519,3291
+,7313,6080,3667,2893,2310,2733,6104,4128,8236,9882
+,1538,1149,8293,8530,5256,2854,284,574,9740,7255
+,6447,8129,9775,3089,692,8196,8811,9996,8605,2684
+,9575,2378,6875,3737,1744,524,5330,2893,3521,1894
+,863,3510,4844,1204,274,9052,1393,3355,5533,394
+,4349,914,1528,6130,2985,7019,3875,6721,615,8288
+,6608,1107,8050,2602,9465,3281,3043,8715,3208,3240
+,9407,2301,8206,7201,6818,5708,6040,8755,6922,4463
-,2907,9905,8291,7755,5528,7686,2622,692,9475,9690
+,4330,155,6429,6474,7571,4749,5109,6932,3994,5914
+,9594,8520,4313,3377,1772,8404,1034,2241,9114,1271
+,824,5375,1524,5312,2254,885,2931,5617,1120,6005
+,3851,1000,4913,1200,3779,951,4264,3099,3570,3768
+,3298,7940,5832,440,8121,3661,5857,6663,1065,6792
+,9998,8353,3745,6812,3194,7341,5788,9339,1603,4732
+,1134,4342,8888,7509,619,6504,489,9061,8592,8142
+,8469,9182,718,117,4709,7969,4706,1697,9539,8325
+,4797,2080,1732,4475,774,9370,2472,6939,3267,5688
+,5459,3461,6154,4030,2312,2116,2799,6770,5035,7944
-,5899,1249,4519,1269,3244,3497,4936,3593,9667,7326
+,6123,4434,3849,2093,3604,9669,8131,7273,7702,8164
+,4152,4115,3755,6770,2622,9929,3137,7760,62,3059
+,5251,4951,7676,5655,4356,6185,3444,1493,9423,9386
+,5343,972,9730,6450,4304,6321,38,5760,1727,8449
+,7157,7683,2925,3119,1613,5829,1975,1632,1444,3350
+,9358,3458,3581,3244,1442,7145,5000,8301,4255,5447
+,9997,7142,517,258,9474,4092,4339,8264,7228,8016
+,5154,4455,7192,1267,5562,8992,4598,13,3561,17
+,4762,8557,3389,976,2041,8708,3124,226,2392,3787
+,6336,5973,5443,4130,5870,4548,2802,9386,4065,4710
-,1032,3680,7246,5301,9373,5206,8693,8365,933,8752
+,316,1804,2225,3242,2591,3434,340,6612,8032,7400
+,3773,7890,7061,7667,7252,9448,290,690,8236,2070
+,3059,3714,8280,2855,8948,8091,9520,7450,8408,8858
+,7566,9428,5070,6517,7822,7408,8331,9812,5642,6646
+,8665,564,3587,3620,2749,9790,1789,2664,302,699
+,6078,979,3742,4165,644,9089,1925,196,4536,2154
+,5954,4440,2928,4211,9153,3148,4536,7190,5609,979
+,4368,5797,7621,4970,7302,6243,8158,8143,19,7
+,9527,332,3284,7971,615,4192,1911,7854,1071,4715
+,3944,8350,8705,5674,1733,9314,6980,6483,3889,5369
-,9821,8660,6890,3731,5102,9921,6922,6572,6051,6787
+,1588,5746,4945,1343,7106,2250,7407,6048,4517,1286
+,2544,9369,8934,1851,5269,9837,9910,7574,9697,9495
+,2888,8036,1882,3068,1542,9218,3879,714,3574,8432
+,3401,1890,156,4924,8029,4082,7968,5097,9856,4990
+,5206,2003,8455,1095,4250,1345,5963,5491,6028,5720
+,210,5296,3527,4602,8715,4366,9976,9274,9246,1539
+,4963,8314,4815,1796,1546,444,9635,5628,2173,263
+,4905,4984,1860,4609,6620,9099,5644,4591,4385,7252
+,6312,2733,9598,9791,7637,1245,4423,5434,4703,7956
+,8511,2167,3104,38,6708,9962,8375,1865,8702,3005
-,4852,3825,2390,5466,7259,175,3291,2312,6426,3577
+,9024,1293,8133,3811,7344,2221,2194,2952,8372,949
+,9410,6119,7350,8283,9391,227,7212,5183,4879,7051
+,3697,8684,9871,6825,2984,8694,5982,7091,8561,7122
+,5059,7097,4045,4120,3781,6821,9515,403,5993,4387
+,3341,1699,1087,9007,9164,1507,6993,5412,2592,6743
+,7501,61,6146,2321,8253,800,1548,3824,1170,8429
+,574,5183,8373,9177,387,1152,6552,4962,2490,9117
+,4311,1854,1753,4477,6094,896,2227,1689,1870,2299
+,1219,1710,5234,1404,8865,3556,2235,2240,8650,2441
+,9479,472,7119,6597,3021,7041,5822,9501,5699,3614
-,9823,4579,5685,4901,284,317,2636,6526,410,6184
+,2347,4128,4700,6625,2362,8497,9513,9892,4821,4103
+,7899,9596,7901,8917,7347,261,9111,9721,9392,9814
+,8099,3391,3446,2662,6376,5043,9189,4903,4069,2442
+,1214,5963,4795,3681,8789,9060,2877,2827,2654,7853
+,9554,5499,5670,3730,762,8157,8313,4379,3446,3870
+,3528,4485,8898,8335,7597,4453,1806,2414,1632,9178
+,7551,4026,315,527,1483,401,4794,8357,9981,3450
+,4858,1148,5350,9125,1183,8620,862,8008,244,1816
+,1882,858,7155,6389,3601,1059,4179,8476,6481,5449
+,9628,9278,3297,7941,6666,5447,7191,3390,8552,1473
-,1893,3063,7993,682,8040,6601,1243,4112,3032,3487
+,8012,1501,4188,4637,1008,7556,6668,7938,1179,6657
+,453,2081,2475,3583,3945,2519,5551,9928,9837,350
+,219,9675,8948,1844,2263,7109,8627,6708,828,5652
+,2727,1744,2373,4672,4904,1967,3996,4470,5058,2194
+,3611,553,7172,1363,7606,2344,2760,1447,1183,2476
+,5092,6291,7149,3016,50,1516,3477,7645,6811,9276
+,5553,9357,8370,8616,8852,4625,3289,1647,9032,4241
+,2186,3541,3578,5896,8706,3237,8910,8026,17,107
+,507,8061,3696,1420,2454,8581,2073,7005,7661,194
+,7387,1223,6302,912,2751,69,2800,2395,3190,6519
-,4103,6896,6243,7200,7411,503,7291,368,8229,7771
+,8129,4636,6280,4464,2394,1323,7850,1234,1238,1600
+,5703,3294,2010,6386,5475,2676,2424,9854,3016,7697
+,5923,1434,7929,2521,720,4852,4190,9197,5253,7661
+,3433,5784,5275,3391,8805,2458,9923,7739,5997,3585
+,4054,1249,4045,8390,5789,8521,6312,9735,4194,7600
+,6180,7379,167,4383,9022,384,9720,3072,4773,9653
+,3444,5495,666,662,6240,201,6148,1682,6192,7573
+,8853,3983,284,1472,2947,3415,9424,5878,101,9121
+,5018,1751,4675,8022,5612,1302,9991,8436,6647,805
+,131,6727,4025,4125,9019,2563,4864,715,2424,9373
-,3554,5529,8095,1211,9112,9233,8856,8286,6255,1369
+,578,5209,1567,4696,1380,2003,2824,5425,3225,2101
+,139,4686,7736,9014,4105,6492,6311,8757,9674,7989
+,6545,6369,3178,2321,2797,8260,5432,2548,7397,9694
+,1475,8481,3397,4623,6572,1598,6766,4324,5631,4358
+,1956,9787,3518,7125,1311,1435,2361,5845,8360,8746
+,7999,2980,4078,900,402,9135,6587,158,7804,5862
+,1336,859,5212,3960,3259,997,7290,6231,1555,73
+,3063,6616,2258,1151,6682,6961,1068,6935,5549,7616
+,9091,6805,9198,7608,1669,8053,6812,8363,3021,4173
+,1923,8073,1064,1174,6584,4497,2419,7544,4356,4558
-,5989,8158,5074,2689,6326,2922,6107,2469,8597,4956
+,4667,169,7496,7,9962,8954,2985,6950,8504,7445
+,1167,528,2108,2124,2240,6351,38,1434,4252,9718
+,1174,2803,6051,3594,8221,1489,5157,5832,9924,8926
+,207,7683,2544,3462,8246,1702,9486,4759,4599,824
+,7964,9989,3986,1102,819,4616,3253,8253,8498,8867
+,4225,4384,9482,9600,2957,922,8921,1607,1718,3036
+,2925,2754,4491,7541,3818,3081,390,7217,3457,73
+,268,6053,2049,8191,6148,3441,4668,3273,9431,6050
+,4972,1114,9946,4228,5400,7918,1132,5388,4759,6112
+,6296,674,1212,345,2174,9500,8188,7415,303,9781
-,687,3070,4026,6915,6784,9168,3717,4356,8884,7141
+,2875,3854,5508,7886,6790,4947,9880,6127,4471,6607
+,617,7453,2168,4081,9716,7186,722,7082,6558,1674
+,7934,437,7706,3259,8169,9831,1664,6022,9519,8798
+,6965,8124,2838,1693,4984,1024,6124,3635,4876,4163
+,3861,784,2832,5661,8901,701,4278,975,6716,6015
+,6538,7925,3228,7673,4535,3799,6275,7252,9112,6720
+,1593,404,9778,6319,1950,9520,6026,5577,707,818
+,5716,3494,9449,9479,9335,3093,6316,5258,8393,611
+,1596,8036,2817,8802,3941,8522,3752,1171,5133,4189
+,522,8941,8382,8698,113,3599,9396,7539,3782,45
-,6621,7922,5233,1833,6512,8689,6425,8287,3219,1293
+,2198,3037,7596,944,7663,5441,7740,9280,336,8352
+,3345,5629,322,8355,404,7988,2732,6685,5450,7133
+,6384,9247,3519,4955,3129,4898,4529,5311,5744,5460
+,1976,3616,7811,4965,6502,7,2574,8513,7208,3083
+,8622,3304,4281,8530,6747,7038,2985,8099,8699,7954
+,4188,2056,4619,60,3324,6145,6731,3893,2761,6698
+,4029,2208,3387,9342,7738,2600,8435,9968,9678,4944
+,180,1267,6924,9420,7166,1555,3473,1294,5935,4405
+,5065,6047,3918,8044,8022,6947,9615,4005,5591,6446
+,4063,7864,8474,9484,6082,4625,8312,1570,3480,4445
-,5644,4493,4093,2036,7739,9327,3660,5573,1652,3905
+,8211,8458,4488,4361,7799,367,6825,8659,4535,1450
+,1325,6898,9777,4732,8526,3865,1190,5307,6945,3031
+,6441,7176,4923,1508,7397,9651,1863,2249,219,7636
+,2961,3384,7464,3504,4797,4541,8205,6804,8139,7770
+,8678,2113,3294,9100,7066,2055,6058,5432,2009,2298
+,6061,9391,9191,2927,5389,3881,2152,3926,2817,8034
+,3203,1738,8429,1392,4970,1189,9503,42,3506,2929
+,7191,1603,1603,5378,892,4301,2805,531,346,6082
+,2322,9153,1839,7084,8531,8814,2633,4815,2677,8003
+,9274,8590,5639,9767,2048,1443,2649,2075,3184,7410
-,4699,8907,4528,8344,152,8163,4706,4906,8824,6863
+,4793,2027,5886,5265,2753,6770,3425,2383,8399,6827
+,9820,6628,669,104,7290,262,1592,9413,971,4812
+,7224,50,2050,2043,415,4648,9910,3179,1038,9056
+,2683,8278,8147,7323,5529,4904,9259,8381,8814,3261
+,7482,6364,2083,5494,1369,9268,4835,1334,9734,9496
+,557,8803,2746,3147,7169,2767,2022,1109,4504,4170
+,3654,8928,3330,9159,895,2929,7842,2679,2229,158
+,8709,2887,393,4250,6542,7812,369,1182,7291,637
+,2378,6250,1183,6366,9169,8279,4974,8112,703,1445
